number,opcode,operands,result,may_throw,may_bailout,may_call_php,may_run_dtor,reference_semantics,observer_boundary,interrupt_boundary,existing_jit_support,planned_znmir_lowering,n0_x64,n0_a64,special_cases,effect_ids,read_domains,write_domains,ownership_actions,barrier_ids,tests,source_refs,reason
0,ZEND_NOP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_NOP""]","[{""end_line"":8144,""path"":""Zend/zend_vm_def.h"",""start_line"":8138,""symbol"":""ZEND_NOP""},{""end_line"":2726,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2726,""symbol"":""ZEND_NOP""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
43,ZEND_JMPZ,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,conditional,both,control.branch,not_started,not_started,"[""destructor"",""exception"",""interrupt"",""zts""]","[""bailout"",""call_internal"",""interrupt_boundary"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""interrupt"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_JMPZ""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":3168,""path"":""Zend/zend_vm_def.h"",""start_line"":3135,""symbol"":""ZEND_JMPZ""},{""end_line"":2304,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2304,""symbol"":""ZEND_JMPZ""},{""end_line"":5668,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5668,""symbol"":""ZEND_JMPZ""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, interrupt, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
44,ZEND_JMPNZ,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_NOCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,conditional,both,control.branch,not_started,not_started,"[""destructor"",""exception"",""interrupt"",""zts""]","[""bailout"",""call_internal"",""interrupt_boundary"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""interrupt"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_JMPNZ""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":3202,""path"":""Zend/zend_vm_def.h"",""start_line"":3169,""symbol"":""ZEND_JMPNZ""},{""end_line"":2305,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2305,""symbol"":""ZEND_JMPNZ""},{""end_line"":5669,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5669,""symbol"":""ZEND_JMPNZ""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, interrupt, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
46,ZEND_JMPZ_EX,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,conditional,both,control.branch,not_started,not_started,"[""destructor"",""exception"",""interrupt"",""zts""]","[""bailout"",""interrupt_boundary"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""interrupt"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_JMPZ_EX""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":3238,""path"":""Zend/zend_vm_def.h"",""start_line"":3203,""symbol"":""ZEND_JMPZ_EX""},{""end_line"":2315,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2315,""symbol"":""ZEND_JMPZ_EX""},{""end_line"":5670,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5670,""symbol"":""ZEND_JMPZ_EX""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, interrupt, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
47,ZEND_JMPNZ_EX,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,conditional,both,control.branch,not_started,not_started,"[""destructor"",""exception"",""interrupt""]","[""bailout"",""interrupt_boundary"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""interrupt"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_JMPNZ_EX""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":3273,""path"":""Zend/zend_vm_def.h"",""start_line"":3239,""symbol"":""ZEND_JMPNZ_EX""},{""end_line"":2316,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2316,""symbol"":""ZEND_JMPNZ_EX""},{""end_line"":5671,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5671,""symbol"":""ZEND_JMPNZ_EX""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, interrupt paths used for this conservative annotation; JIT status uses only cited compiler cases."
48,ZEND_CASE,"{""dispatches"":[{""kind"":""helper"",""source_line"":5975,""target"":""zend_case_helper"",""target_end_line"":5926,""target_start_line"":5908}],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""TMP""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_CASE""]","[{""end_line"":5926,""path"":""Zend/zend_vm_def.h"",""start_line"":5908,""symbol"":""zend_case_helper""},{""end_line"":5977,""path"":""Zend/zend_vm_def.h"",""start_line"":5927,""symbol"":""ZEND_CASE""},{""end_line"":2165,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2165,""symbol"":""ZEND_CASE""},{""end_line"":5433,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5433,""symbol"":""ZEND_CASE""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_case_helper) are cited and included in the conservative effect union."
49,ZEND_CHECK_VAR,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CV""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",none,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,runtime.misc,not_started,not_started,"[""exception""]","[""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.locals""]","[""engine.exception""]","[""borrow""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_CHECK_VAR""]","[{""end_line"":9343,""path"":""Zend/zend_vm_def.h"",""start_line"":9331,""symbol"":""ZEND_CHECK_VAR""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases.
50,ZEND_SEND_VAR_NO_REF_EX,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_SEND_HANDLER"",""op1"":[""VAR""],""op2"":[""CONST"",""UNUSED"",""NUM""],""spec"":[""QUICK_ARG""],""variants"":[]}",none,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.reference,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""allocate"",""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.args"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.args"",""frame.call_chain"",""gc.metadata"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy"",""copy_addref"",""move""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_SEND_VAR_NO_REF_EX""]","[{""end_line"":5123,""path"":""Zend/zend_vm_def.h"",""start_line"":5056,""symbol"":""ZEND_SEND_VAR_NO_REF_EX""},{""end_line"":2111,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2111,""symbol"":""ZEND_SEND_VAR_NO_REF_EX""},{""end_line"":5339,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5339,""symbol"":""ZEND_SEND_VAR_NO_REF_EX""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, allocation, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
51,ZEND_CAST,"{""dispatches"":[],""extended"":[""TYPE""],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,trace,runtime.misc,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""move"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_CAST""]","[{""end_line"":6580,""path"":""Zend/zend_vm_def.h"",""start_line"":6532,""symbol"":""ZEND_CAST""},{""end_line"":5233,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5233,""symbol"":""ZEND_CAST""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
52,ZEND_BOOL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_BOOL""]","[{""end_line"":5907,""path"":""Zend/zend_vm_def.h"",""start_line"":5882,""symbol"":""ZEND_BOOL""},{""end_line"":2294,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2294,""symbol"":""ZEND_BOOL""},{""end_line"":5656,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5656,""symbol"":""ZEND_BOOL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
53,ZEND_FAST_CONCAT,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,scalar.binary,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""allocate"",""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_FAST_CONCAT""]","[{""end_line"":3432,""path"":""Zend/zend_vm_def.h"",""start_line"":3308,""symbol"":""ZEND_FAST_CONCAT""},{""end_line"":1774,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1774,""symbol"":""ZEND_FAST_CONCAT""},{""end_line"":4665,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4665,""symbol"":""ZEND_FAST_CONCAT""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, allocation, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
54,ZEND_ROPE_INIT,"{""dispatches"":[],""extended"":[""NUM""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""UNUSED""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.misc,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ROPE_INIT""]","[{""end_line"":3467,""path"":""Zend/zend_vm_def.h"",""start_line"":3433,""symbol"":""ZEND_ROPE_INIT""},{""end_line"":2680,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2680,""symbol"":""ZEND_ROPE_INIT""},{""end_line"":6464,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6464,""symbol"":""ZEND_ROPE_INIT""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
55,ZEND_ROPE_ADD,"{""dispatches"":[],""extended"":[""NUM""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""TMP""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,scalar.binary,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ROPE_ADD""]","[{""end_line"":3502,""path"":""Zend/zend_vm_def.h"",""start_line"":3468,""symbol"":""ZEND_ROPE_ADD""},{""end_line"":2681,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2681,""symbol"":""ZEND_ROPE_ADD""},{""end_line"":6465,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6465,""symbol"":""ZEND_ROPE_ADD""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
56,ZEND_ROPE_END,"{""dispatches"":[],""extended"":[""NUM""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""TMP""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.misc,not_started,not_started,"[""destructor"",""exception"",""reference"",""zts""]","[""allocate"",""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ROPE_END""]","[{""end_line"":3562,""path"":""Zend/zend_vm_def.h"",""start_line"":3503,""symbol"":""ZEND_ROPE_END""},{""end_line"":2682,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2682,""symbol"":""ZEND_ROPE_END""},{""end_line"":6466,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6466,""symbol"":""ZEND_ROPE_END""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, allocation, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
